"","country_code","country_name","wb_region","wb_income","isic_section_index","isic_section_name","industry_id","industry_name","growth_rate_2015","growth_rate_2016","growth_rate_2017","growth_rate_2018","growth_rate_2019"
"1161","ch","Switzerland","Europe & Central Asia","High income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","6.55%","2.86%","1.65%","1.99%","0.54%"
"1162","ch","Switzerland","Europe & Central Asia","High income","M","Professional scientific and technical activities",136,"Photography","3.88%","1.85%","2.22%","5.81%","3.29%"
"1163","ch","Switzerland","Europe & Central Asia","High income","M","Professional scientific and technical activities",140,"Graphic Design","5.49%","2.90%","0.53%","1.88%","1.49%"
"1164","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",28,"Entertainment","7.73%","8.37%","7.30%","4.50%","2.06%"
"1165","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",33,"Sports","7.59%","3.87%","5.44%","5.14%","4.56%"
"1166","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",37,"Museums & Institutions","5.32%","8.12%","5.66%","4.60%","3.29%"
"1167","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",38,"Fine Art","2.15%","2.12%","1.77%","1.25%","1.22%"
"1168","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",39,"Performing Arts","2.80%","5.85%","3.94%","3.20%","1.78%"
"1169","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",85,"Libraries","5.60%","3.39%","0.42%","1.22%","3.89%"
"1170","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",111,"Arts & Crafts","4.28%","3.41%","2.88%","1.17%","0.38%"
"1171","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",115,"Music","0.50%","2.33%","1.20%","-0.60%","0.43%"
"1172","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","8.34%","5.34%","4.75%","3.58%","1.11%"
"1173","ch","Switzerland","Europe & Central Asia","High income","R","Arts, entertainment and recreation ",127,"Animation","16.19%","13.91%","15.57%","9.49%","17.61%"
"1174","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",56,"Mining & Metals","2.57%","3.54%","2.22%","1.19%","0.69%"
"1175","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",57,"Oil & Energy","0.25%","-0.69%","-0.19%","0.00%","0.12%"
"1176","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",15,"Pharmaceuticals","8.23%","6.98%","6.27%","4.13%","-0.46%"
"1177","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",23,"Food Production","0.10%","5.08%","2.07%","0.91%","0.88%"
"1178","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",52,"Aviation & Aerospace","3.88%","0.00%","1.59%","-0.77%","-0.77%"
"1179","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",53,"Automotive","0.31%","1.28%","0.63%","3.46%","-1.77%"
"1180","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",54,"Chemicals","10.62%","15.09%","4.02%","1.11%","2.75%"
"1181","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",55,"Machinery","7.58%","10.85%","14.66%","6.23%","-0.32%"
"1182","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",83,"Printing","1.54%","-1.52%","-4.41%","-2.94%","5.80%"
"1183","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","2.02%","1.80%","0.90%","2.06%","1.14%"
"1184","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",144,"Renewables & Environment","3.21%","9.62%","9.52%","4.15%","0.93%"
"1185","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",146,"Packaging & Containers","7.00%","3.88%","0.00%","2.94%","1.90%"
"1186","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",3,"Computer Hardware","0.00%","-5.97%","-1.47%","0.00%","-4.23%"
"1187","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",4,"Computer Software","-2.49%","0.32%","-0.48%","0.16%","0.16%"
"1188","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",5,"Computer Networking","1.75%","1.72%","0.00%","4.84%","-1.45%"
"1189","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",6,"Internet","4.36%","0.95%","0.00%","-0.75%","0.56%"
"1190","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",8,"Telecommunications","-0.86%","-0.14%","0.00%","-0.31%","-1.31%"
"1191","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",36,"Broadcast Media","4.49%","-2.16%","-2.56%","-1.09%","0.00%"
"1192","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",81,"Newspapers","-1.22%","3.75%","-2.50%","0.00%","0.00%"
"1193","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",82,"Publishing","3.96%","4.00%","0.00%","1.00%","0.00%"
"1194","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",96,"Information Technology & Services","2.43%","1.28%","1.64%","-0.50%","0.25%"
"1195","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",113,"Online Media","2.00%","-3.70%","-3.57%","1.82%","-1.72%"
"1196","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",118,"Computer & Network Security","1.81%","0.00%","1.23%","-1.79%","-1.19%"
"1197","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",119,"Wireless","-9.02%","-19.15%","0.00%","1.33%","-1.30%"
"1198","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","J","Information and communication",126,"Media Production","1.01%","3.13%","0.00%","-0.93%","1.89%"
"1199","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",41,"Banking","3.97%","3.09%","3.32%","2.49%","1.23%"
"1200","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",42,"Insurance","2.38%","4.04%","2.71%","2.26%","0.24%"
"1201","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",43,"Financial Services","4.55%","5.06%","3.20%","1.50%","1.12%"
"1202","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",46,"Investment Management","8.82%","0.98%","0.98%","1.94%","0.00%"
"1203","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",9,"Law Practice","11.72%","6.08%","3.36%","2.70%","-1.99%"
"1204","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",10,"Legal Services","3.95%","1.32%","6.67%","2.47%","7.32%"
"1205","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",11,"Management Consulting","6.66%","4.80%","5.71%","3.71%","3.29%"
"1206","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",12,"Biotechnology","6.76%","3.75%","2.50%","0.00%","4.71%"
"1207","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",47,"Accounting","-0.36%","-2.63%","-0.58%","-1.73%","0.19%"
"1208","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",50,"Architecture & Planning","3.80%","4.95%","3.74%","0.00%","-1.02%"
"1209","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",70,"Research","5.31%","7.95%","3.55%","2.50%","1.40%"
"1210","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",80,"Marketing & Advertising","2.08%","2.25%","0.59%","4.17%","1.72%"
"1211","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",84,"Information Services","13.16%","16.87%","6.45%","0.00%","1.94%"
"1212","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",86,"Environmental Services","3.17%","3.24%","0.90%","1.83%","-2.22%"
"1213","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",97,"Market Research","7.14%","5.95%","2.30%","-3.23%","0.00%"
"1214","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",98,"Public Relations & Communications","0.00%","0.00%","1.98%","0.00%","-0.91%"
"1215","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",99,"Design","5.16%","1.27%","-1.23%","-0.61%","-1.20%"
"1216","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",105,"Professional Training & Coaching","0.00%","0.83%","2.42%","0.00%","-1.11%"
"1217","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",110,"Events Services","5.13%","7.59%","1.19%","0.00%","-1.23%"
"1218","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring","3.09%","6.59%","12.37%","6.98%","0.68%"
"1219","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","6.97%","4.93%","4.31%","3.79%","2.80%"
"1220","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",136,"Photography","3.13%","0.00%","-2.00%","-0.98%","0.00%"
"1221","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",140,"Graphic Design","-1.64%","-1.61%","3.23%","-1.54%","1.56%"
"1222","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","R","Arts, entertainment and recreation ",28,"Entertainment","2.19%","2.20%","1.64%","1.09%","-0.53%"
"1223","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","R","Arts, entertainment and recreation ",33,"Sports","-2.05%","-0.52%","0.00%","1.04%","-1.53%"
"1224","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","R","Arts, entertainment and recreation ",38,"Fine Art","-5.66%","-1.96%","0.00%","-5.66%","-12.28%"
"1225","ci","Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","1.10%","0.83%","-1.64%","-1.09%","0.00%"
"1226","cl","Chile","Latin America & Caribbean ","High income","B","Mining and quarrying",56,"Mining & Metals","-1.47%","-1.08%","1.14%","0.90%","1.08%"
"1227","cl","Chile","Latin America & Caribbean ","High income","B","Mining and quarrying",57,"Oil & Energy","11.64%","9.34%","6.95%","2.86%","1.38%"
"1228","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",15,"Pharmaceuticals","6.06%","3.29%","2.65%","0.91%","-0.44%"
"1229","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",23,"Food Production","1.14%","1.37%","1.15%","1.28%","0.11%"
"1230","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",52,"Aviation & Aerospace","4.15%","-0.57%","-3.82%","2.83%","-0.27%"
"1231","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",53,"Automotive","0.45%","1.28%","1.98%","1.51%","0.50%"
"1232","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",54,"Chemicals","2.98%","3.68%","3.09%","2.77%","0.03%"
"1233","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",55,"Machinery","0.09%","-0.86%","0.61%","0.97%","0.69%"
"1234","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",58,"Shipbuilding","-0.22%","0.90%","0.22%","0.43%","0.43%"
"1235","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",60,"Textiles","1.50%","6.04%","2.97%","2.83%","0.76%"
"1236","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",61,"Paper & Forest Products","-0.12%","-0.31%","-0.77%","0.90%","2.26%"
"1237","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",83,"Printing","0.51%","-1.25%","0.11%","0.52%","0.41%"
"1238","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","0.24%","1.00%","1.04%","-0.02%","-0.32%"
"1239","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",117,"Plastics","4.29%","4.35%","4.14%","0.00%","0.10%"
"1240","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",144,"Renewables & Environment","4.34%","1.34%","-0.12%","1.49%","1.67%"
"1241","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",145,"Glass, Ceramics & Concrete","-1.53%","1.94%","1.27%","-1.52%","-1.19%"
"1242","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",146,"Packaging & Containers","2.92%","3.95%","0.69%","-0.23%","-0.37%"
"1243","cl","Chile","Latin America & Caribbean ","High income","C","Manufacturing",147,"Industrial Automation","0.28%","-0.74%","2.34%","1.66%","1.30%"
"1244","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",3,"Computer Hardware","1.80%","2.14%","0.00%","1.17%","2.06%"
"1245","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",4,"Computer Software","6.60%","4.95%","2.90%","4.13%","1.01%"
"1246","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",5,"Computer Networking","2.67%","1.00%","0.00%","4.59%","3.97%"
"1247","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",6,"Internet","1.33%","2.92%","4.40%","2.60%","3.51%"
"1248","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",7,"Semiconductors","1.59%","-1.72%","-10.17%","5.66%","1.82%"
"1249","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",8,"Telecommunications","3.15%","2.37%","1.35%","-0.39%","-0.92%"
"1250","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",35,"Motion Pictures & Film","-0.46%","-0.96%","0.97%","1.38%","-0.45%"
"1251","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",36,"Broadcast Media","-0.82%","-0.33%","-0.63%","-0.87%","0.19%"
"1252","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",81,"Newspapers","-1.65%","-0.22%","-1.44%","-1.93%","-2.76%"
"1253","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",82,"Publishing","-1.47%","-0.19%","-0.48%","-1.52%","0.19%"
"1254","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",96,"Information Technology & Services","3.08%","2.80%","1.72%","1.30%","0.34%"
"1255","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",103,"Writing & Editing","-4.90%","-0.99%","0.95%","-0.87%","-2.54%"
"1256","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",109,"Computer Games","-2.85%","2.88%","-6.94%","-9.92%","-0.85%"
"1257","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",113,"Online Media","3.80%","2.20%","3.05%","1.74%","-1.37%"
"1258","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",118,"Computer & Network Security","3.51%","8.60%","4.86%","4.55%","3.81%"
"1259","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",119,"Wireless","-0.83%","0.43%","4.55%","-1.54%","1.85%"
"1260","cl","Chile","Latin America & Caribbean ","High income","J","Information and communication",126,"Media Production","0.85%","0.88%","-2.16%","0.29%","-1.82%"
"1261","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",41,"Banking","1.17%","1.85%","1.50%","0.92%","0.19%"
"1262","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",42,"Insurance","2.85%","1.61%","1.73%","1.55%","1.32%"
"1263","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",43,"Financial Services","0.66%","1.18%","0.90%","-0.38%","0.93%"
"1264","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",45,"Investment Banking","21.86%","17.87%","11.58%","5.90%","1.74%"
"1265","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",46,"Investment Management","5.16%","6.19%","4.94%","2.10%","3.00%"
"1266","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",106,"Venture Capital & Private Equity","1.67%","0.21%","-7.38%","-2.67%","0.22%"
"1267","cl","Chile","Latin America & Caribbean ","High income","K","Financial and insurance activities",129,"Capital Markets","3.33%","2.07%","-1.65%","3.07%","0.82%"
"1268","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",9,"Law Practice","0.11%","-0.40%","0.59%","-0.54%","-1.07%"
"1269","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",10,"Legal Services","0.87%","2.85%","2.83%","0.71%","1.63%"
"1270","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",11,"Management Consulting","2.32%","1.57%","1.98%","1.25%","1.30%"
"1271","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",12,"Biotechnology","2.62%","3.75%","2.12%","4.50%","1.97%"
"1272","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",16,"Veterinary","1.06%","0.36%","1.39%","-0.34%","0.82%"
"1273","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",47,"Accounting","0.03%","0.39%","-1.26%","-0.73%","-1.21%"
"1274","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",50,"Architecture & Planning","-0.58%","0.00%","-0.20%","1.11%","-0.55%"
"1275","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",70,"Research","1.80%","0.67%","0.16%","-0.46%","-0.42%"
"1276","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",76,"Executive Office","1.11%","0.56%","1.67%","0.90%","0.00%"
"1277","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",80,"Marketing & Advertising","0.65%","0.75%","0.12%","0.13%","-0.23%"
"1278","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",84,"Information Services","0.55%","0.93%","-1.25%","-1.93%","-1.74%"
"1279","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",86,"Environmental Services","0.68%","0.14%","-0.08%","1.32%","1.31%"
"1280","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",97,"Market Research","-2.34%","0.25%","-0.60%","-1.86%","-2.02%"
"1281","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",98,"Public Relations & Communications","1.36%","-0.85%","-0.24%","-0.47%","-0.62%"
"1282","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",99,"Design","1.23%","0.33%","-0.13%","0.00%","0.37%"
"1283","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",105,"Professional Training & Coaching","2.92%","3.06%","2.36%","3.86%","1.52%"
"1284","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",108,"Translation & Localization","4.97%","6.10%","2.33%","0.00%","0.84%"
"1285","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",110,"Events Services","1.41%","1.08%","-0.71%","0.82%","-0.89%"
"1286","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring","0.63%","-1.27%","0.84%","0.59%","-0.14%"
"1287","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","0.67%","1.30%","0.94%","0.12%","0.84%"
"1288","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",136,"Photography","1.64%","2.10%","2.27%","0.00%","-0.22%"
"1289","cl","Chile","Latin America & Caribbean ","High income","M","Professional scientific and technical activities",140,"Graphic Design","1.23%","0.88%","2.98%","1.69%","0.17%"
"1290","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",28,"Entertainment","1.17%","-0.82%","-0.71%","-0.37%","-1.52%"
"1291","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",33,"Sports","-0.35%","0.07%","0.72%","0.00%","0.80%"
"1292","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",37,"Museums & Institutions","-1.05%","-1.09%","3.70%","-2.14%","1.08%"
"1293","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",38,"Fine Art","0.68%","1.03%","-2.34%","-1.99%","-0.98%"
"1294","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",39,"Performing Arts","-0.85%","-1.30%","0.43%","-0.83%","-1.23%"
"1295","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",85,"Libraries","0.00%","-0.38%","2.30%","1.87%","1.79%"
"1296","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",111,"Arts & Crafts","1.94%","3.25%","4.46%","5.59%","-1.79%"
"1297","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",115,"Music","0.82%","-1.48%","2.55%","-1.42%","0.41%"
"1298","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","2.94%","3.24%","1.94%","1.92%","-0.08%"
"1299","cl","Chile","Latin America & Caribbean ","High income","R","Arts, entertainment and recreation ",127,"Animation","-2.80%","3.50%","1.97%","5.88%","2.79%"
"1300","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",56,"Mining & Metals","-1.51%","-2.54%","-1.04%","0.27%","0.00%"
"1301","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",57,"Oil & Energy","-4.09%","-4.16%","-2.90%","-2.58%","-1.02%"
"1302","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",15,"Pharmaceuticals","-4.01%","-5.52%","-2.21%","-2.55%","-1.91%"
"1303","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",23,"Food Production","-2.30%","-3.51%","-2.48%","-0.25%","1.69%"
"1304","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",52,"Aviation & Aerospace","-2.94%","-1.02%","0.00%","0.00%","0.00%"
"1305","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",53,"Automotive","-0.85%","-2.54%","-3.40%","-1.28%","-2.88%"
"1306","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",54,"Chemicals","0.85%","-0.84%","-4.20%","-5.04%","-0.83%"
"1307","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",55,"Machinery","4.44%","-2.35%","0.00%","-1.54%","-1.15%"
"1308","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",61,"Paper & Forest Products","-6.06%","-7.69%","-6.35%","-12.90%","-1.75%"
"1309","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",83,"Printing","1.06%","1.08%","-2.11%","0.00%","-2.06%"
"1310","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","2.05%","-5.73%","2.22%","2.21%","-0.55%"
"1311","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",144,"Renewables & Environment","-6.40%","-6.67%","-8.13%","-1.67%","2.50%"
"1312","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",147,"Industrial Automation","3.23%","3.39%","8.77%","1.69%","1.67%"
"1313","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",4,"Computer Software","-2.18%","-5.78%","-3.52%","0.25%","-1.25%"
"1314","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",5,"Computer Networking","2.38%","-4.82%","1.30%","2.41%","0.00%"
"1315","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",6,"Internet","-3.39%","-4.26%","-3.69%","-1.42%","-4.16%"
"1316","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",8,"Telecommunications","-2.96%","-2.17%","-2.18%","-3.17%","-0.89%"
"1317","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",36,"Broadcast Media","-1.57%","-0.53%","-1.83%","0.00%","-0.77%"
"1318","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",82,"Publishing","-6.67%","0.00%","-2.78%","-5.26%","-5.19%"
"1319","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",96,"Information Technology & Services","-2.48%","-3.19%","-2.88%","-2.40%","-1.83%"
"1320","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",118,"Computer & Network Security","0.00%","3.09%","-4.90%","-3.03%","-2.02%"
"1321","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","J","Information and communication",126,"Media Production","-1.27%","-1.27%","-2.50%","-1.28%","-1.28%"
"1322","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",41,"Banking","-2.55%","-3.44%","-3.89%","-1.50%","-1.41%"
"1323","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",42,"Insurance","-2.99%","0.39%","-0.19%","-1.31%","-0.37%"
"1324","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",43,"Financial Services","-2.41%","-2.14%","-2.20%","-2.19%","-2.02%"
"1325","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","K","Financial and insurance activities",46,"Investment Management","7.21%","2.54%","0.00%","-0.80%","-1.61%"
"1326","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",9,"Law Practice","1.71%","1.72%","-0.57%","-2.29%","-1.14%"
"1327","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",10,"Legal Services","-6.34%","-0.80%","-0.40%","-0.80%","0.00%"
"1328","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",11,"Management Consulting","-1.34%","-1.56%","-0.95%","-1.48%","-1.83%"
"1329","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",12,"Biotechnology","-3.59%","-0.93%","-2.29%","-0.92%","-1.83%"
"1330","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",47,"Accounting","-3.98%","-2.45%","-3.29%","0.00%","0.83%"
"1331","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",50,"Architecture & Planning","2.08%","1.03%","6.25%","4.04%","4.00%"
"1332","cm","Cameroon","Sub-Saharan Africa ","Lower middle income","M","Professional scientific and technical activities",70,"Research","-11.76%","-6.28%","-1.38%","0.44%","-1.29%"
