"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"710","Business Skills","Human Resources (HR)","Manufacturing","Food Production",0.00727,0.00683,0.00548,0.00542,0.00787
"711","Business Skills","Human Resources (HR)","Manufacturing","Packaging & Containers",0.0069,0.00526,0.0041,0.00441,0.00811
"712","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Law Practice",0.00626,0.005,0.00308,0.00376,0.00457
"713","Business Skills","Human Resources (HR)","Manufacturing","Chemicals",0.00605,0.00562,0.00476,0.00484,0.0077
"714","Business Skills","Human Resources (HR)","Mining and quarrying","Oil & Energy",0.00586,0.00501,0.0046,0.00476,0.00716
"715","Business Skills","Human Resources (HR)","Financial and insurance activities","Financial Services",0.00584,0.00536,0.00457,0.00489,0.00626
"716","Business Skills","Human Resources (HR)","Manufacturing","Pharmaceuticals",0.00579,0.00597,0.0054,0.00516,0.00737
"717","Business Skills","Human Resources (HR)","Manufacturing","Electrical & Electronic Manufacturing",0.00578,0.00488,0.00431,0.00445,0.00641
"718","Business Skills","Human Resources (HR)","Manufacturing","Plastics",0.00563,0.00508,0.00304,0.00315,0.00481
"719","Business Skills","Human Resources (HR)","Manufacturing","Paper & Forest Products",0.00543,0.00409,0.00251,0.00329,0.00645
"720","Business Skills","Human Resources (HR)","Manufacturing","Textiles",0.00529,0.00555,0.00406,0.00391,0.00666
"721","Business Skills","Human Resources (HR)","Information and communication","Semiconductors",0.00527,0.00546,0.00287,0.00362,0.00606
"722","Business Skills","Human Resources (HR)","Arts, entertainment and recreation","Gambling & Casinos",0.00526,0.00286,0.00209,0.00218,0.00137
"723","Business Skills","Human Resources (HR)","Financial and insurance activities","Investment Management",0.00524,0.00595,0.00245,0.00394,0.00508
"724","Business Skills","Human Resources (HR)","Information and communication","Information Technology & Services",0.00522,0.00548,0.00545,0.00562,0.00615
"725","Business Skills","Human Resources (HR)","Financial and insurance activities","Insurance",0.00516,0.00561,0.00422,0.00447,0.0064
"726","Business Skills","Human Resources (HR)","Manufacturing","Automotive",0.00492,0.00497,0.00428,0.00437,0.00605
"727","Business Skills","Human Resources (HR)","Financial and insurance activities","Banking",0.00484,0.00417,0.00331,0.00349,0.00525
"728","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Accounting",0.00482,0.00453,0.00287,0.00386,0.00627
"729","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Biotechnology",0.00467,0.00433,0.00205,0.00282,0.0056
"730","Business Skills","Human Resources (HR)","Manufacturing","Machinery",0.00462,0.00416,0.00386,0.00361,0.00557
"731","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00459,0.00411,0.00377,0.00349,0.00601
"732","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Legal Services",0.00453,0.00471,0.00192,0.00273,0.00275
"733","Business Skills","Human Resources (HR)","Information and communication","Internet",0.00444,0.00453,0.00392,0.00397,0.00543
"734","Business Skills","Human Resources (HR)","Information and communication","Computer Software",0.00439,0.00486,0.00486,0.00488,0.00656
"735","Business Skills","Human Resources (HR)","Manufacturing","Aviation & Aerospace",0.00417,0.00424,0.00374,0.00404,0.00552
"736","Business Skills","Human Resources (HR)","Information and communication","Telecommunications",0.00415,0.00392,0.00347,0.00366,0.00495
"737","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Executive Office",0.00413,0.00415,0.0029,0.0023,0.00215
"738","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Information Services",0.00409,0.00284,9e-04,0.00142,0.00208
"739","Business Skills","Human Resources (HR)","Manufacturing","Industrial Automation",0.00378,0.0028,0.00135,0.00204,0.00416
"740","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Environmental Services",0.0036,0.00338,0.00245,0.00234,0.00407
"741","Business Skills","Human Resources (HR)","Financial and insurance activities","Venture Capital & Private Equity",0.0034,0.00183,0.00065,0.00152,5e-04
"742","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Research",0.00329,0.00244,0.0018,0.00155,0.00277
"743","Business Skills","Human Resources (HR)","Manufacturing","Printing",0.00328,0.00276,0.00087,0.00134,0.00242
"744","Business Skills","Human Resources (HR)","Manufacturing","Renewables & Environment",0.00328,0.00298,0.00233,0.00263,0.00365
"745","Business Skills","Human Resources (HR)","Information and communication","Computer Games",0.00317,0.00203,0.00091,0.00184,0.00293
"746","Business Skills","Human Resources (HR)","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00276,0.00248,0.00156,0.00245,0.00339
"747","Business Skills","Human Resources (HR)","Arts, entertainment and recreation","Entertainment",0.00271,0.00276,0.00157,0.00223,0.00376
"748","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Marketing & Advertising",0.00257,0.00258,0.00239,0.00271,0.00407
"749","Business Skills","Human Resources (HR)","Information and communication","Broadcast Media",0.00238,0.00229,0.00116,0.00059,0.0018
"750","Business Skills","Human Resources (HR)","Information and communication","Publishing",0.0022,0.00168,0.00129,0.00126,0.00169
"751","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Architecture & Planning",0.00219,0.00166,0.00089,0.00107,0.00221
"752","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Market Research",0.00206,0.00251,0.00031,0.00094,0.00198
"753","Business Skills","Human Resources (HR)","Information and communication","Computer & Network Security",0.00169,0.00131,0.00095,9e-04,0.00113
"754","Business Skills","Human Resources (HR)","Information and communication","Newspapers",0.00165,0.00136,0.00055,0.00023,0.00045
"755","Business Skills","Human Resources (HR)","Information and communication","Computer Networking",0.00157,0.00082,0.00048,0.00042,4e-04
"756","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Events Services",0.00153,0.0032,0.00108,0.00087,0.00105
"757","Business Skills","Human Resources (HR)","Information and communication","Media Production",0.00123,0.00121,0.00068,0.00053,0.00127
"758","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Design",0.0012,0.00132,0.00056,0.00099,0.00125
"759","Business Skills","Human Resources (HR)","Information and communication","Computer Hardware",0.00111,0.00138,0.00029,0.00042,0.00065
"760","Business Skills","Human Resources (HR)","Arts, entertainment and recreation","Sports",8e-04,0.00058,5e-04,4e-04,0.00106
"761","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Public Relations & Communications",0.00079,0.00058,0.00033,0.00052,0.00069
"762","Business Skills","Human Resources (HR)","Professional scientific and technical activities","Veterinary",0.00065,0.00055,0.00045,0.00069,0.00035
"763","Business Skills","Human Resources (HR)","Information and communication","Online Media",0.00057,0.00046,0.00021,0.00015,0.00074
"764","Business Skills","Human Resources (HR)","Arts, entertainment and recreation","Music",0.00044,0.00036,0.00018,0.00014,0.00014
"765","Business Skills","Inside Sales","Manufacturing","Printing",0.01803,0.01479,0.01157,0.00922,0.01017
"766","Business Skills","Inside Sales","Information and communication","Computer Hardware",0.01747,0.01298,0.01202,0.00897,0.01162
"767","Business Skills","Inside Sales","Information and communication","Computer & Network Security",0.01208,0.01002,0.00644,0.00559,0.01183
"768","Business Skills","Inside Sales","Information and communication","Computer Software",0.00955,0.00858,0.00796,0.00673,0.01079
"769","Business Skills","Inside Sales","Manufacturing","Packaging & Containers",0.00953,0.00907,0.00862,0.00669,0.01101
"770","Business Skills","Inside Sales","Information and communication","Telecommunications",0.00935,0.00855,0.00691,0.00628,0.00839
"771","Business Skills","Inside Sales","Information and communication","Computer Networking",0.0092,0.00853,0.00576,0.00482,0.00505
"772","Business Skills","Inside Sales","Information and communication","Information Technology & Services",0.00904,0.00724,0.00567,0.00467,0.00652
"773","Business Skills","Inside Sales","Professional scientific and technical activities","Information Services",0.00811,0.00642,0.00718,0.0047,0.0101
"774","Business Skills","Inside Sales","Manufacturing","Electrical & Electronic Manufacturing",0.0078,0.00545,0.00477,0.00385,0.00623
"775","Business Skills","Inside Sales","Manufacturing","Plastics",0.00761,0.00629,0.005,0.0048,0.00854
"776","Business Skills","Inside Sales","Manufacturing","Automotive",0.00746,0.00609,0.00508,0.00469,0.00605
"777","Business Skills","Inside Sales","Manufacturing","Paper & Forest Products",0.00731,0.00634,0.00595,0.00416,0.00621
"778","Business Skills","Inside Sales","Manufacturing","Machinery",0.00713,0.00577,0.00505,0.00397,0.00726
"779","Business Skills","Inside Sales","Manufacturing","Industrial Automation",0.00695,0.00534,0.00552,0.00437,0.00776
"780","Business Skills","Inside Sales","Manufacturing","Pharmaceuticals",0.00677,0.0059,0.0056,0.00474,0.00512
"781","Business Skills","Inside Sales","Manufacturing","Chemicals",0.00556,0.00472,0.00396,0.00395,0.00658
"782","Business Skills","Inside Sales","Manufacturing","Textiles",0.00537,0.00466,0.00359,0.00315,0.00542
"783","Business Skills","Inside Sales","Professional scientific and technical activities","Marketing & Advertising",0.00507,0.00481,0.00429,0.00411,0.00554
"784","Business Skills","Inside Sales","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00384,0.0031,0.00244,0.00244,0.00435
"785","Business Skills","Inside Sales","Professional scientific and technical activities","Events Services",0.00335,0.00258,0.00275,0.00222,0.00344
"786","Business Skills","Inside Sales","Professional scientific and technical activities","Outsourcing/Offshoring",0.00334,0.00242,0.00152,0.00135,0.00444
"787","Business Skills","Inside Sales","Information and communication","Internet",0.00326,0.00329,0.00322,0.00308,0.00636
"788","Business Skills","Inside Sales","Financial and insurance activities","Insurance",0.00303,0.00301,0.00309,0.00285,0.003
"789","Business Skills","Inside Sales","Professional scientific and technical activities","Biotechnology",0.00291,0.00271,0.00254,0.00291,0.00579
"790","Business Skills","Inside Sales","Professional scientific and technical activities","Market Research",0.00264,0.00117,0.00093,0.00094,0.00198
"791","Business Skills","Inside Sales","Professional scientific and technical activities","Executive Office",0.00254,0.00207,0.00124,0.00173,0.00123
"792","Business Skills","Inside Sales","Professional scientific and technical activities","Environmental Services",0.0025,0.00218,0.00226,0.00161,0.00319
"793","Business Skills","Inside Sales","Information and communication","Publishing",0.00231,0.00275,0.0023,0.00274,0.00474
"794","Business Skills","Inside Sales","Information and communication","Semiconductors",0.00212,0.00227,0.00215,0.00188,0.00268
"795","Business Skills","Inside Sales","Manufacturing","Renewables & Environment",0.0021,0.00118,0.0017,0.00088,0.00282
"796","Business Skills","Inside Sales","Information and communication","Newspapers",0.00206,0.00177,0.00109,0.00092,0.00135
"797","Business Skills","Inside Sales","Professional scientific and technical activities","Photography",0.00203,0.00166,0.00094,0.00025,0.00024
"798","Business Skills","Inside Sales","Manufacturing","Food Production",0.002,0.0013,0.001,0.00083,0.00273
"799","Business Skills","Inside Sales","Information and communication","Online Media",0.00182,0.00183,0.00126,0.00087,0.00309
"800","Business Skills","Inside Sales","Mining and quarrying","Mining & Metals",0.00168,0.00158,0.0014,0.00129,0.00329
"801","Business Skills","Inside Sales","Professional scientific and technical activities","Professional Training & Coaching",0.00149,0.00141,0.00083,0.00093,0.00247
"802","Business Skills","Inside Sales","Professional scientific and technical activities","Legal Services",0.00147,0.00147,0.00074,0.00044,0.00143
"803","Business Skills","Inside Sales","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00138,0.00127,0.00096,0.00123,0.00261
"804","Business Skills","Inside Sales","Arts, entertainment and recreation","Sports",0.00117,0.00068,5e-04,6e-04,0.00146
"805","Business Skills","Inside Sales","Professional scientific and technical activities","Translation & Localization",0.00109,0.00117,0.00105,0.00088,0.0017
"806","Business Skills","Inside Sales","Professional scientific and technical activities","Design",0.00096,0.00085,0.00074,0.00092,0.00153
"807","Business Skills","Inside Sales","Information and communication","Media Production",0.00094,0.00103,0.00091,7e-04,0.00136
"808","Business Skills","Inside Sales","Professional scientific and technical activities","Management Consulting",0.00094,0.00084,0.00111,0.00081,0.00244
"809","Business Skills","Inside Sales","Professional scientific and technical activities","Graphic Design",0.00088,0.00036,0.00021,0.00017,0.00016
"810","Business Skills","Inside Sales","Professional scientific and technical activities","Accounting",0.00076,0.00079,0.00107,0.00073,0.00102
"811","Business Skills","Inside Sales","Financial and insurance activities","Financial Services",0.00075,0.00113,0.00104,0.00124,0.00263
"812","Business Skills","Inside Sales","Information and communication","Broadcast Media",7e-04,0.00085,0.00077,0.00067,0.00148
"813","Business Skills","Inside Sales","Mining and quarrying","Oil & Energy",0.00067,0.00068,0.00077,9e-04,0.00209
"814","Business Skills","Inside Sales","Professional scientific and technical activities","Architecture & Planning",0.00061,0.00069,0.00025,0.00029,6e-04
"815","Business Skills","Inside Sales","Information and communication","Computer Games",0.00048,0.00051,3e-04,0.00023,0.00021
"816","Business Skills","Inside Sales","Arts, entertainment and recreation","Gambling & Casinos",0.00044,0.00017,7e-04,0.00024,0.00023
"817","Business Skills","Inside Sales","Arts, entertainment and recreation","Entertainment",0.00043,4e-04,0.00063,0.00068,0.00116
"818","Business Skills","Inside Sales","Financial and insurance activities","Investment Management",0.00041,0.00052,0.00056,0.00042,0.00113
"819","Business Skills","Inside Sales","Professional scientific and technical activities","Research",0.00034,0.00028,0.00036,0.00017,0.00075
"820","Business Skills","Inside Sales","Professional scientific and technical activities","Public Relations & Communications",0.00033,0.00025,0.00016,0.00013,0.00111
"821","Business Skills","Inside Sales","Manufacturing","Aviation & Aerospace",0.00031,0.00032,0.00037,0.00066,0.0013
"822","Business Skills","Inside Sales","Arts, entertainment and recreation","Music",0.00029,0.00027,0.00018,0.00028,0.00043
"823","Business Skills","Inside Sales","Financial and insurance activities","Banking",0.00029,0.00035,0.00036,0.00045,0.00098
"824","Business Skills","Inside Sales","Information and communication","Motion Pictures & Film",1e-04,0.00012,0.00025,0.00018,0.00019
"825","Business Skills","Insurance","Financial and insurance activities","Insurance",0.11898,0.10107,0.09026,0.07709,0.07349
"826","Business Skills","Insurance","Financial and insurance activities","Financial Services",0.01051,0.00778,0.00703,0.00582,0.00703
"827","Business Skills","Insurance","Financial and insurance activities","Banking",0.00251,0.00204,0.0018,0.00169,0.00266
"828","Business Skills","Insurance","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00208,0.00138,0.00048,0.00033,0.00036
"829","Business Skills","Insurance","Professional scientific and technical activities","Accounting",0.00092,0.00042,4e-04,0.00022,0.00032
"830","Business Skills","Insurance","Financial and insurance activities","Investment Management",0.00083,0.00044,0.00056,7e-04,0.00056
"831","Business Skills","Insurance","Professional scientific and technical activities","Management Consulting",0.00081,0.00067,0.00045,0.00042,0.00076
"832","Business Skills","Investment Banking","Financial and insurance activities","Investment Management",0.06142,0.05458,0.0499,0.04125,0.0485
"833","Business Skills","Investment Banking","Financial and insurance activities","Investment Banking",0.03905,0.03087,0.02829,0.02817,0.02935
"834","Business Skills","Investment Banking","Financial and insurance activities","Financial Services",0.02709,0.0215,0.01756,0.01627,0.0163
"835","Business Skills","Investment Banking","Financial and insurance activities","Venture Capital & Private Equity",0.02007,0.01724,0.01694,0.01675,0.0189
"836","Business Skills","Investment Banking","Financial and insurance activities","Banking",0.01342,0.01072,0.00805,0.00694,0.00861
"837","Business Skills","Investment Banking","Financial and insurance activities","Insurance",0.00327,0.00299,0.00271,0.00266,0.00446
"838","Business Skills","Investment Banking","Professional scientific and technical activities","Accounting",0.00142,0.00102,0.00067,5e-04,0.00123
"839","Business Skills","Investment Banking","Professional scientific and technical activities","Law Practice",0.00083,0.00072,4e-04,0.00023,0.00037
"840","Business Skills","Investment Banking","Professional scientific and technical activities","Management Consulting",0.00065,0.00057,3e-04,0.00039,0.00088
"841","Business Skills","Investment Banking","Professional scientific and technical activities","Legal Services",0.00037,0.00046,0.00044,0.00022,0.00022
"842","Business Skills","Investment Banking","Mining and quarrying","Oil & Energy",0.00025,0.00015,0.00011,0.00026,0.00041
"843","Business Skills","Investment Banking","Information and communication","Computer Software",0.00017,0.00014,1e-04,0.00024,0.00028
"844","Business Skills","Investment Banking","Manufacturing","Pharmaceuticals",0.00015,0.00022,0.00029,0.00031,0.00039
"845","Business Skills","Investment Banking","Information and communication","Information Technology & Services",0.00015,0.00016,0.00023,3e-04,0.00041
"846","Business Skills","Investment Banking","Professional scientific and technical activities","Biotechnology",0.00015,0.00017,0.00024,0.00028,0.00019
"847","Business Skills","Investment Banking","Information and communication","Telecommunications",0.00013,0.00018,0.00028,0.00026,0.00047
"848","Business Skills","Investment Banking","Information and communication","Internet",0.00013,0.00026,0.00019,0.00029,6e-04
"849","Business Skills","Investment Banking","Professional scientific and technical activities","Marketing & Advertising",0.00011,0.00012,0.00016,1e-04,0.00025
"850","Business Skills","Management Accounting","Professional scientific and technical activities","Accounting",0.01693,0.01536,0.01121,0.0109,0.0166
"851","Business Skills","Management Accounting","Arts, entertainment and recreation","Gambling & Casinos",0.01053,0.00554,0.00104,0.00049,0.00114
"852","Business Skills","Management Accounting","Professional scientific and technical activities","Executive Office",0.0073,0.00452,0.00207,0.00173,0.00184
"853","Business Skills","Management Accounting","Manufacturing","Food Production",0.00608,0.00408,0.00212,0.00248,0.00528
"854","Business Skills","Management Accounting","Mining and quarrying","Mining & Metals",0.00431,0.00319,0.00163,0.00165,0.00506
"855","Business Skills","Management Accounting","Manufacturing","Paper & Forest Products",0.0041,0.00226,0.00157,0.00066,0.00287
"856","Business Skills","Management Accounting","Professional scientific and technical activities","Events Services",0.00369,0.00239,0.00132,0.00125,0.00258
"857","Business Skills","Management Accounting","Manufacturing","Packaging & Containers",0.00364,0.00281,0.00226,0.00157,0.00522
"858","Business Skills","Management Accounting","Mining and quarrying","Oil & Energy",0.00359,0.00264,0.00204,0.00231,0.00463
"859","Business Skills","Management Accounting","Manufacturing","Textiles",0.00355,0.00269,0.00156,0.0013,0.00282
"860","Business Skills","Management Accounting","Manufacturing","Machinery",0.0035,0.0025,0.00119,0.00129,0.00345
"861","Business Skills","Management Accounting","Manufacturing","Chemicals",0.00348,0.00223,0.00148,0.00174,0.00417
"862","Business Skills","Management Accounting","Professional scientific and technical activities","Environmental Services",0.00347,0.00238,0.00059,0.00081,0.00255
"863","Business Skills","Management Accounting","Manufacturing","Electrical & Electronic Manufacturing",0.00312,0.00201,0.00167,0.00193,0.00384
"864","Business Skills","Management Accounting","Manufacturing","Plastics",0.00272,0.0021,0.00065,6e-04,0.00279
"865","Business Skills","Management Accounting","Financial and insurance activities","Banking",0.0027,0.00181,0.00105,0.00126,0.00329
"866","Business Skills","Management Accounting","Financial and insurance activities","Financial Services",0.00268,0.00203,0.00192,0.00223,0.00403
"867","Business Skills","Management Accounting","Professional scientific and technical activities","Architecture & Planning",0.00249,0.00125,0.00063,0.00078,0.00171
"868","Business Skills","Management Accounting","Manufacturing","Automotive",0.00244,0.00182,0.00172,0.00169,0.00373
"869","Business Skills","Management Accounting","Financial and insurance activities","Investment Management",0.00242,0.00262,0.00188,0.00253,0.00564
"870","Business Skills","Management Accounting","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.0024,0.00171,0.00133,0.00122,0.00325
"871","Business Skills","Management Accounting","Financial and insurance activities","Venture Capital & Private Equity",0.00238,0.0022,0.0013,0.00152,0.00199
"872","Business Skills","Management Accounting","Manufacturing","Printing",0.00228,0.00099,0.00066,0.00067,0.00178
"873","Business Skills","Management Accounting","Professional scientific and technical activities","Law Practice",0.00227,0.00138,0.00067,0.00046,0.00259
"874","Business Skills","Management Accounting","Professional scientific and technical activities","Management Consulting",0.00216,0.00184,0.00141,0.00135,0.0032
"875","Business Skills","Management Accounting","Manufacturing","Pharmaceuticals",0.00209,0.00139,0.00156,0.00181,0.00372
"876","Business Skills","Management Accounting","Arts, entertainment and recreation","Entertainment",0.00202,0.00131,0.00075,0.00092,0.00275
"877","Business Skills","Management Accounting","Manufacturing","Renewables & Environment",0.00187,0.00128,0.00085,0.00112,0.0029
"878","Business Skills","Management Accounting","Manufacturing","Aviation & Aerospace",0.0018,0.00135,0.00075,0.00088,0.0023
"879","Business Skills","Management Accounting","Professional scientific and technical activities","Biotechnology",0.00171,0.00127,0.00072,0.00075,0.00232
"880","Business Skills","Management Accounting","Information and communication","Semiconductors",0.00164,0.00109,0.00072,0.00054,0.00169
"881","Business Skills","Management Accounting","Information and communication","Telecommunications",0.00154,0.00115,0.00098,0.00126,0.00276
"882","Business Skills","Management Accounting","Information and communication","Information Technology & Services",0.00154,0.00137,0.00171,0.00189,0.00327
"883","Business Skills","Management Accounting","Information and communication","Publishing",0.00151,0.00087,0.00029,0.00068,0.00158
"884","Business Skills","Management Accounting","Manufacturing","Industrial Automation",0.00144,0.00111,0.00027,0.00056,0.00189
"885","Business Skills","Management Accounting","Information and communication","Computer Software",0.00142,0.00107,0.00112,0.00108,0.00253
"886","Business Skills","Management Accounting","Financial and insurance activities","Insurance",0.0014,0.00121,0.00093,0.0013,0.00297
"887","Business Skills","Management Accounting","Professional scientific and technical activities","Legal Services",0.00135,0.001,0.00044,0.00066,0.00099
"888","Business Skills","Management Accounting","Information and communication","Broadcast Media",0.00133,0.00072,0.00048,0.00059,0.00164
"889","Business Skills","Management Accounting","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00132,0.00082,0.00044,5e-04,0.00143
"890","Business Skills","Management Accounting","Professional scientific and technical activities","Outsourcing/Offshoring",0.00127,0.00082,0.00047,0.00099,0.00167
"891","Business Skills","Management Accounting","Arts, entertainment and recreation","Sports",0.00126,0.00078,0.00042,0.00027,0.00073
"892","Business Skills","Management Accounting","Professional scientific and technical activities","Information Services",0.00123,0.00046,0.00022,0.00028,0.00166
"893","Business Skills","Management Accounting","Professional scientific and technical activities","Research",0.00116,8e-04,0.00036,0.00044,0.00121
"894","Business Skills","Management Accounting","Financial and insurance activities","Investment Banking",0.00099,0.00075,0.00055,0.00043,0.00175
"895","Business Skills","Management Accounting","Professional scientific and technical activities","Design",0.00096,9e-04,0.00046,5e-04,0.00098
"896","Business Skills","Management Accounting","Information and communication","Internet",0.00091,0.00067,0.00089,0.00066,0.00213
"897","Business Skills","Management Accounting","Professional scientific and technical activities","Marketing & Advertising",0.00089,0.00105,0.00084,0.00117,0.00241
"898","Business Skills","Management Accounting","Information and communication","Media Production",0.00079,0.00069,0.00023,0.00044,0.00099
"899","Business Skills","Management Accounting","Information and communication","Newspapers",0.00062,0.00027,0.00027,0.00023,0.00022
"900","Business Skills","Management Accounting","Information and communication","Motion Pictures & Film",0.00042,0.00012,0.00025,0.00018,0.00116
"901","Business Skills","Management Consulting","Information and communication","Information Technology & Services",0.01511,0.01355,0.0103,0.00814,0.00465
"902","Business Skills","Management Consulting","Professional scientific and technical activities","Management Consulting",0.01342,0.01197,0.00995,0.00914,0.00894
"903","Business Skills","Management Consulting","Financial and insurance activities","Banking",0.01226,0.01157,0.00772,0.00758,0.00444
"904","Business Skills","Management Consulting","Information and communication","Computer Software",0.01212,0.01,0.00783,0.00549,0.00305
"905","Business Skills","Management Consulting","Financial and insurance activities","Financial Services",0.01069,0.00945,0.00633,0.00583,0.00385
"906","Business Skills","Management Consulting","Professional scientific and technical activities","Market Research",0.01043,0.0102,0.00933,0.00635,0.00667
"907","Business Skills","Management Consulting","Financial and insurance activities","Insurance",0.00912,0.00745,0.0046,0.0044,0.00261
"908","Business Skills","Management Consulting","Financial and insurance activities","Venture Capital & Private Equity",0.0085,0.0099,0.00782,0.00508,0.00746
"909","Business Skills","Management Consulting","Professional scientific and technical activities","Information Services",0.00803,0.00743,0.00426,0.00342,0.00277
"910","Business Skills","Management Consulting","Manufacturing","Pharmaceuticals",0.00527,0.00436,0.00331,0.00323,0.00291
"911","Business Skills","Management Consulting","Professional scientific and technical activities","Accounting",0.00439,0.00374,0.00187,0.00252,0.00204
"912","Business Skills","Management Consulting","Financial and insurance activities","Investment Banking",0.00355,0.00373,0.00166,0.00217,0.00219
"913","Business Skills","Management Consulting","Information and communication","Telecommunications",0.00345,0.00302,0.00246,0.00266,0.00289
"914","Business Skills","Management Consulting","Professional scientific and technical activities","Outsourcing/Offshoring",0.00334,0.003,0.00161,0.00227,0.00064
"915","Business Skills","Management Consulting","Professional scientific and technical activities","Professional Training & Coaching",0.00326,0.00281,0.00218,0.00132,0.00052
"916","Business Skills","Management Consulting","Financial and insurance activities","Investment Management",0.00304,0.00271,0.00151,0.00127,0.00183
"917","Business Skills","Management Consulting","Mining and quarrying","Oil & Energy",0.00197,0.00161,7e-04,0.00099,0.00077
"918","Business Skills","Management Consulting","Manufacturing","Food Production",0.00184,0.00137,0.00081,0.00055,0.00062
"919","Business Skills","Management Consulting","Manufacturing","Chemicals",0.00151,0.0013,6e-04,0.00095,0.00096
"920","Business Skills","Management Consulting","Professional scientific and technical activities","Executive Office",0.00127,0.00113,0.00124,0.00086,0.00031
"921","Business Skills","Management Consulting","Manufacturing","Automotive",0.00126,0.0012,0.00069,0.00084,0.00063
"922","Business Skills","Management Consulting","Information and communication","Computer Networking",0.00125,0.00128,0.0012,0.00126,0.00101
"923","Business Skills","Management Consulting","Information and communication","Internet",0.00107,0.00141,0.00136,0.00147,0.00125
"924","Business Skills","Management Consulting","Information and communication","Semiconductors",0.00103,0.00084,0.00036,0.00027,0.00099
"925","Business Skills","Management Consulting","Professional scientific and technical activities","Biotechnology",0.00095,0.00081,0.00036,0.00084,0.00087
"926","Business Skills","Management Consulting","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00088,0.00094,4e-04,0.00043,0.00029
"927","Business Skills","Management Consulting","Manufacturing","Electrical & Electronic Manufacturing",0.00086,0.00081,6e-04,6e-04,0.00039
"928","Business Skills","Management Consulting","Mining and quarrying","Mining & Metals",0.00084,0.00071,0.00023,0.00012,0.00024
"929","Business Skills","Management Consulting","Manufacturing","Renewables & Environment",0.00078,0.00072,0.00032,0.00016,0.00025
"930","Business Skills","Management Consulting","Information and communication","Computer & Network Security",0.00072,0.00036,0.00072,0.00054,0.00065
"931","Business Skills","Management Consulting","Manufacturing","Packaging & Containers",7e-04,0.00045,0.00021,0.00014,0.00014
"932","Business Skills","Management Consulting","Professional scientific and technical activities","Marketing & Advertising",0.00068,0.00072,0.00058,0.00051,0.00052
"933","Business Skills","Management Consulting","Manufacturing","Paper & Forest Products",0.00066,0.00042,0.00031,0.00022,0.00024
"934","Business Skills","Management Consulting","Professional scientific and technical activities","Mechanical Or Industrial Engineering",6e-04,0.00053,0.00031,0.00024,0.00025
"935","Business Skills","Management Consulting","Arts, entertainment and recreation","Gambling & Casinos",0.00058,0.00067,0.00035,0.00049,0.00069
"936","Business Skills","Management Consulting","Manufacturing","Machinery",0.00056,0.00046,0.00021,0.00021,0.00011
"937","Business Skills","Management Consulting","Professional scientific and technical activities","Legal Services",0.00055,0.00062,0.00044,0.00011,0.00022
"938","Business Skills","Management Consulting","Information and communication","Publishing",0.00048,0.00027,0.00029,0.00023,0.00023
"939","Business Skills","Management Consulting","Professional scientific and technical activities","Research",0.00037,0.00035,0.00058,0.00017,0.00017
"940","Business Skills","Management Consulting","Information and communication","Computer Hardware",0.00037,0.00014,0.00029,0.00063,0.00065
"941","Business Skills","Management Consulting","Professional scientific and technical activities","Law Practice",0.00036,0.00036,0.00027,0.00011,0.00025
"942","Business Skills","Management Consulting","Arts, entertainment and recreation","Entertainment",0.00026,0.00034,0.00013,0.00024,0.00019
"943","Business Skills","Management Consulting","Information and communication","Online Media",0.00019,0.00023,0.00021,0.00029,0.00015
"944","Business Skills","Management Consulting","Professional scientific and technical activities","Events Services",0.00011,0.00013,0.00012,0.00019,1e-04
"945","Business Skills","Manufacturing Operations","Manufacturing","Automotive",0.0899,0.07502,0.05471,0.05414,0.05625
"946","Business Skills","Manufacturing Operations","Manufacturing","Packaging & Containers",0.06651,0.0518,0.04105,0.03559,0.04418
"947","Business Skills","Manufacturing Operations","Manufacturing","Plastics",0.06629,0.05564,0.04083,0.03602,0.04751
"948","Business Skills","Manufacturing Operations","Manufacturing","Machinery",0.06353,0.05259,0.03656,0.03043,0.03542
